time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
8.96,0.080110673,8.96,2.17E-18,,,8.96,0.111526623,8.96,-0.248186005,8.96,0.01256638,8.96,0.13194699,8.96,0.114668218,,,,,8.96,-0.010995583,,,,,,,,,,,8.96,-0.004712393,8.96,-0.076969078,8.96,0.095818648,8.96,-0.03769914,8.96,0.003141595,8.96,-0.03141595
8.97,0.08168147,8.97,2.17E-18,,,8.97,0.116239015,8.97,-0.249756803,8.97,0.007853988,8.97,0.127234598,8.97,0.116239015,,,,,8.97,-0.010995583,,,,,,,,,,,8.97,-0.004712393,8.97,-0.083252268,8.97,0.098960243,8.97,-0.039269938,8.97,0.003141595,8.97,-0.028274355
8.98,0.080110673,8.98,2.17E-18,,,8.98,0.120951408,8.98,-0.249756803,8.98,0.003141595,8.98,0.122522205,8.98,0.116239015,,,,,8.98,-0.01256638,,,,,,,,,,,8.98,-0.00628319,8.98,-0.089535458,8.98,0.102101838,8.98,-0.042411533,8.98,0.003141595,8.98,-0.02513276
8.99,0.080110673,8.99,2.17E-18,,,8.99,0.124093003,8.99,-0.2513276,8.99,-0.001570798,8.99,0.117809813,8.99,0.117809813,,,,,8.99,-0.01256638,,,,,,,,,,,8.99,-0.007853988,8.99,-0.095818648,8.99,0.105243433,8.99,-0.045553128,8.99,0.001570798,8.99,-0.021991165
9,0.080110673,9,2.17E-18,,,9,0.128805395,9,-0.2513276,9,-0.004712393,9,0.11309742,9,0.11938061,,,,,9,-0.01256638,,,,,,,,,,,9,-0.009424785,9,-0.102101838,9,0.10681423,9,-0.047123925,9,1.34E-17,9,-0.01884957
9.01,0.080110673,9.01,0.001570798,,,9.01,0.133517788,9.01,-0.2513276,9.01,-0.009424785,9.01,0.108385028,9.01,0.11938061,,,,,9.01,-0.01256638,,,,,,,,,,,,,9.01,-0.108385028,9.01,0.109955825,9.01,-0.05026552,9.01,1.34E-17,9.01,-0.015707975
9.02,0.078539875,9.02,0.001570798,,,9.02,0.13823018,9.02,-0.252898398,9.02,-0.01256638,9.02,0.102101838,9.02,0.120951408,,,,,9.02,-0.01256638,,,,,,,,,,,,,9.02,-0.114668218,9.02,0.111526623,9.02,-0.051836318,9.02,-0.001570798,9.02,-0.014137178
9.03,0.078539875,9.03,0.001570798,,,9.03,0.141371775,9.03,-0.2513276,9.03,-0.015707975,9.03,0.097389445,9.03,0.120951408,,,,,9.03,-0.010995583,,,,,,,,,,,,,9.03,-0.11938061,9.03,0.11309742,9.03,-0.053407115,9.03,-0.003141595,9.03,-0.010995583
9.04,0.076969078,9.04,0.003141595,,,9.04,0.146084168,9.04,-0.2513276,9.04,-0.01884957,9.04,0.092677053,9.04,0.120951408,,,,,9.04,-0.009424785,,,,,,,,,,,,,9.04,-0.1256638,9.04,0.11309742,9.04,-0.05654871,9.04,-0.00628319,9.04,-0.009424785
9.05,0.07539828,9.05,0.004712393,,,9.05,0.149225763,9.05,-0.2513276,9.05,-0.023561963,9.05,0.08796466,9.05,0.120951408,,,,,9.05,-0.007853988,,,,,,,,,,,,,9.05,-0.13194699,9.05,0.114668218,9.05,-0.058119508,9.05,-0.007853988,9.05,-0.007853988
9.06,0.07539828,9.06,0.00628319,,,9.06,0.153938155,9.06,-0.249756803,9.06,-0.02513276,9.06,0.083252268,9.06,0.120951408,,,,,9.06,-0.00628319,,,,,,,,,,,,,9.06,-0.136659383,9.06,0.114668218,9.06,-0.059690305,9.06,-0.009424785,9.06,-0.00628319
9.07,0.073827483,9.07,0.007853988,,,9.07,0.15707975,9.07,-0.249756803,9.07,-0.028274355,9.07,0.078539875,9.07,0.120951408,,,,,9.07,-0.004712393,,,,,,,,,,,,,9.07,-0.142942573,9.07,0.114668218,9.07,-0.061261103,9.07,-0.01256638,9.07,-0.004712393
9.08,0.072256685,9.08,0.009424785,,,9.08,0.160221345,9.08,-0.248186005,9.08,-0.03141595,9.08,0.073827483,9.08,0.11938061,,,,,9.08,-0.003141595,,,,,,,,,,,,,9.08,-0.147654965,9.08,0.11309742,9.08,-0.0628319,9.08,-0.015707975,9.08,-0.003141595
9.09,0.070685888,9.09,0.010995583,,,9.09,0.16336294,9.09,-0.246615208,9.09,-0.032986748,9.09,0.06911509,9.09,0.11938061,,,,,9.09,1.34E-17,,,,,,,,,,,,,9.09,-0.152367358,9.09,0.11309742,9.09,-0.0628319,9.09,-0.017278773,9.09,-0.001570798
9.1,0.06911509,9.1,0.01256638,,,9.1,0.166504535,9.1,-0.243473613,9.1,-0.034557545,9.1,0.064402698,9.1,0.117809813,,,,,9.1,0.003141595,,,,,,,,,,,,,9.1,-0.15707975,9.1,0.111526623,9.1,-0.064402698,9.1,-0.020420368,9.1,-0.001570798
9.11,0.065973495,9.11,0.015707975,,,9.11,0.16964613,9.11,-0.241902815,9.11,-0.036128343,9.11,0.059690305,9.11,0.117809813,,,,,9.11,0.00628319,,,,,,,,,,,,,9.11,-0.161792143,9.11,0.109955825,9.11,-0.064402698,9.11,-0.023561963,9.11,-3.51E-17
9.12,0.064402698,9.12,0.017278773,,,9.12,0.172787725,9.12,-0.240332018,9.12,-0.03769914,9.12,0.05654871,9.12,0.116239015,,,,,9.12,0.009424785,,,,,,,,,,,,,9.12,-0.166504535,9.12,0.108385028,9.12,-0.065973495,9.12,-0.026703558,9.12,-3.51E-17
9.13,0.0628319,9.13,0.020420368,,,9.13,0.17592932,9.13,-0.237190423,9.13,-0.039269938,9.13,0.051836318,9.13,0.114668218,,,,,9.13,0.01256638,,,,,,,,,,,,,9.13,-0.16964613,9.13,0.105243433,9.13,-0.065973495,9.13,-0.029845153,9.13,-3.51E-17
9.14,0.059690305,9.14,0.021991165,,,9.14,0.179070915,9.14,-0.234048828,9.14,-0.039269938,9.14,0.047123925,9.14,0.11309742,,,,,9.14,0.017278773,,,,,,,,,,,,,9.14,-0.174358523,9.14,0.103672635,9.14,-0.067544293,9.14,-0.034557545,9.14,-3.51E-17
9.15,0.058119508,9.15,0.02513276,,,9.15,0.180641713,9.15,-0.230907233,9.15,-0.040840735,9.15,0.04398233,9.15,0.109955825,,,,,9.15,0.020420368,,,,,,,,,,,,,9.15,-0.177500118,9.15,0.10053104,9.15,-0.067544293,9.15,-0.03769914,9.15,-3.51E-17
9.16,0.054977913,9.16,0.028274355,,,9.16,0.183783308,9.16,-0.227765638,9.16,-0.040840735,9.16,0.039269938,9.16,0.108385028,,,,,9.16,0.02513276,,,,,,,,,,,,,9.16,-0.180641713,9.16,0.097389445,9.16,-0.067544293,9.16,-0.040840735,9.16,-0.001570798
9.17,0.053407115,9.17,0.03141595,,,9.17,0.185354105,9.17,-0.224624043,9.17,-0.040840735,9.17,0.036128343,9.17,0.105243433,,,,,9.17,0.029845153,,,,,,,,,,,,,9.17,-0.183783308,9.17,0.092677053,9.17,-0.067544293,9.17,-0.045553128,9.17,-0.001570798
9.18,0.05026552,9.18,0.034557545,,,9.18,0.186924903,9.18,-0.221482448,9.18,-0.039269938,9.18,0.032986748,9.18,0.103672635,,,,,9.18,0.034557545,,,,,,,,,,,,,9.18,-0.185354105,9.18,0.089535458,9.18,-0.067544293,9.18,-0.05026552,9.18,-0.003141595
9.19,0.047123925,9.19,0.03769914,,,9.19,0.1884957,9.19,-0.216770055,9.19,-0.039269938,9.19,0.029845153,9.19,0.10053104,,,,,9.19,0.039269938,,,,,,,,,,,,,9.19,-0.1884957,9.19,0.084823065,9.19,-0.065973495,9.19,-0.053407115,9.19,-0.004712393
9.2,0.04398233,9.2,0.040840735,,,9.2,0.190066498,9.2,-0.21362846,9.2,-0.039269938,9.2,0.026703558,9.2,0.098960243,,,,,9.2,0.04398233,,,,,,,,,,,,,9.2,-0.190066498,9.2,0.080110673,9.2,-0.065973495,9.2,-0.058119508,9.2,-0.004712393
9.21,0.042411533,9.21,0.04398233,,,9.21,0.191637295,9.21,-0.208916068,9.21,-0.03769914,9.21,0.023561963,9.21,0.095818648,,,,,9.21,0.048694723,,,,,,,,,,,,,9.21,-0.191637295,9.21,0.07539828,9.21,-0.065973495,9.21,-0.0628319,9.21,-0.007853988
9.22,0.039269938,9.22,0.047123925,,,9.22,0.193208093,9.22,-0.204203675,9.22,-0.036128343,9.22,0.020420368,9.22,0.092677053,,,,,9.22,0.053407115,,,,,,,,,,,,,9.22,-0.193208093,9.22,0.070685888,9.22,-0.064402698,9.22,-0.067544293,9.22,-0.009424785
9.23,0.036128343,9.23,0.051836318,,,9.23,0.19477889,9.23,-0.20106208,9.23,-0.034557545,9.23,0.017278773,9.23,0.089535458,,,,,,,,,,,,,,,,,,,9.23,-0.193208093,9.23,0.065973495,9.23,-0.0628319,9.23,-0.072256685,9.23,-0.010995583
9.24,0.032986748,9.24,0.054977913,,,9.24,0.19477889,9.24,-0.196349688,9.24,-0.032986748,9.24,0.015707975,9.24,0.086393863,,,,,,,,,,,,,,,,,,,9.24,-0.19477889,9.24,0.061261103,9.24,-0.0628319,9.24,-0.07539828,9.24,-0.014137178
9.25,0.029845153,9.25,0.059690305,,,9.25,0.196349688,9.25,-0.191637295,9.25,-0.029845153,9.25,0.01256638,9.25,0.08168147,,,,,,,,,,,,,,,,,,,9.25,-0.19477889,9.25,0.054977913,9.25,-0.061261103,9.25,-0.080110673,9.25,-0.015707975
9.26,0.026703558,9.26,0.0628319,,,9.26,0.196349688,9.26,-0.185354105,9.26,-0.026703558,9.26,0.010995583,9.26,0.078539875,,,,,,,,,,,,,,,,,,,9.26,-0.19477889,9.26,0.048694723,9.26,-0.059690305,9.26,-0.086393863,9.26,-0.01884957
9.27,0.021991165,9.27,0.067544293,,,9.27,0.196349688,9.27,-0.180641713,9.27,-0.02513276,9.27,0.009424785,9.27,0.07539828,,,,,,,,,,,,,,,,,,,9.27,-0.193208093,9.27,0.04398233,9.27,-0.058119508,9.27,-0.091106255,9.27,-0.021991165
9.28,0.01884957,9.28,0.070685888,,,9.28,0.196349688,9.28,-0.17592932,9.28,-0.021991165,9.28,0.007853988,9.28,0.072256685,,,,,,,,,,,,,,,,,,,9.28,-0.193208093,9.28,0.03769914,9.28,-0.05654871,9.28,-0.095818648,9.28,-0.02513276
9.29,0.015707975,9.29,0.07539828,,,9.29,0.196349688,9.29,-0.171216928,9.29,-0.01884957,9.29,0.00628319,9.29,0.067544293,,,,,,,,,,,,,,,,,,,9.29,-0.191637295,9.29,0.03141595,9.29,-0.054977913,9.29,-0.10053104,9.29,-0.028274355
9.3,0.01256638,9.3,0.078539875,,,9.3,0.196349688,9.3,-0.164933738,9.3,-0.015707975,9.3,0.004712393,9.3,0.064402698,,,,,,,,,,,,,,,,,,,9.3,-0.190066498,9.3,0.02513276,9.3,-0.051836318,9.3,-0.105243433,9.3,-0.03141595
9.31,0.009424785,9.31,0.083252268,,,9.31,0.19477889,9.31,-0.160221345,9.31,-0.010995583,9.31,0.003141595,9.31,0.059690305,,,,,,,,,,,,,,,,,,,9.31,-0.1884957,9.31,0.01884957,9.31,-0.05026552,9.31,-0.109955825,9.31,-0.034557545
9.32,0.004712393,9.32,0.08796466,,,9.32,0.19477889,9.32,-0.153938155,9.32,-0.007853988,9.32,0.003141595,9.32,0.05654871,,,,,,,,,,,,,,,,,,,9.32,-0.185354105,9.32,0.01256638,9.32,-0.048694723,9.32,-0.114668218,9.32,-0.039269938
9.33,0.001570798,9.33,0.091106255,,,9.33,0.193208093,9.33,-0.149225763,9.33,-0.003141595,9.33,0.001570798,9.33,0.051836318,,,,,,,,,,,,,,,,,,,9.33,-0.18221251,9.33,0.00628319,9.33,-0.045553128,9.33,-0.11938061,9.33,-0.042411533
9.34,-0.001570798,9.34,0.095818648,,,9.34,0.191637295,9.34,-0.142942573,9.34,0.001570798,9.34,0.001570798,9.34,0.048694723,,,,,,,,,,,,,,,,,,,9.34,-0.180641713,9.34,8.67E-18,9.34,-0.042411533,9.34,-0.1256638,9.34,-0.047123925
9.35,-0.004712393,9.35,0.10053104,,,9.35,0.191637295,9.35,-0.13823018,9.35,0.00628319,9.35,0.001570798,9.35,0.04398233,,,,,,,,,,,,,,,,,,,9.35,-0.177500118,9.35,-0.007853988,9.35,-0.040840735,9.35,-0.130376193,9.35,-0.051836318
9.36,-0.009424785,9.36,0.105243433,,,9.36,0.190066498,9.36,-0.13194699,9.36,0.010995583,9.36,0.001570798,,,,,,,,,,,,,,,,,,,,,9.36,-0.172787725,9.36,-0.014137178,9.36,-0.03769914,9.36,-0.135088585,9.36,-0.054977913
9.37,-0.01256638,9.37,0.108385028,,,9.37,0.1884957,9.37,-0.127234598,9.37,0.015707975,9.37,0.001570798,,,,,,,,,,,,,,,,,,,,,9.37,-0.16964613,9.37,-0.020420368,9.37,-0.034557545,9.37,-0.139800978,9.37,-0.059690305
9.38,-0.015707975,9.38,0.11309742,,,9.38,0.185354105,9.38,-0.120951408,9.38,0.020420368,9.38,0.003141595,,,,,,,,,,,,,,,,,,,,,9.38,-0.164933738,9.38,-0.026703558,9.38,-0.03141595,9.38,-0.14451337,9.38,-0.064402698
9.39,-0.01884957,9.39,0.117809813,,,9.39,0.183783308,9.39,-0.114668218,9.39,0.02513276,9.39,0.003141595,,,,,,,,,,,,,,,,,,,,,9.39,-0.161792143,9.39,-0.032986748,9.39,-0.028274355,9.39,-0.149225763,9.39,-0.06911509
9.4,-0.023561963,9.4,0.120951408,,,9.4,0.18221251,9.4,-0.109955825,9.4,0.029845153,9.4,0.004712393,,,,,,,,,,,,,,,,,,,,,9.4,-0.15707975,9.4,-0.039269938,9.4,-0.02513276,9.4,-0.153938155,9.4,-0.07539828
9.41,-0.026703558,9.41,0.1256638,,,9.41,0.179070915,9.41,-0.103672635,9.41,0.036128343,9.41,0.00628319,,,,,,,,,,,,,,,,,,,,,9.41,-0.152367358,9.41,-0.045553128,9.41,-0.021991165,9.41,-0.158650548,9.41,-0.080110673
9.42,-0.029845153,9.42,0.130376193,,,9.42,0.17592932,9.42,-0.098960243,9.42,0.040840735,9.42,0.007853988,,,,,,,,,,,,,,,,,,,,,9.42,-0.146084168,9.42,-0.05026552,9.42,-0.01884957,9.42,-0.16336294,9.42,-0.084823065
9.43,-0.032986748,9.43,0.133517788,,,9.43,0.174358523,9.43,-0.092677053,9.43,0.047123925,9.43,0.009424785,,,,,,,,,,,,,,,,,,,,,9.43,-0.141371775,9.43,-0.05654871,9.43,-0.015707975,9.43,-0.168075333,9.43,-0.089535458
9.44,-0.036128343,9.44,0.13823018,,,9.44,0.171216928,9.44,-0.08796466,9.44,0.051836318,9.44,0.010995583,,,,,,,,,,,,,,,,,,,,,,,9.44,-0.061261103,9.44,-0.01256638,9.44,-0.172787725,9.44,-0.095818648
9.45,-0.040840735,9.45,0.142942573,,,9.45,0.168075333,9.45,-0.08168147,9.45,0.058119508,9.45,0.014137178,,,,,,,,,,,,,,,,,,,,,,,9.45,-0.067544293,9.45,-0.009424785,9.45,-0.17592932,9.45,-0.10053104
9.46,-0.04398233,9.46,0.146084168,,,9.46,0.164933738,9.46,-0.076969078,9.46,0.064402698,9.46,0.015707975,,,,,,,,,,,,,,,,,,,,,,,9.46,-0.072256685,9.46,-0.004712393,9.46,-0.180641713,9.46,-0.10681423
9.47,-0.047123925,9.47,0.15079656,,,9.47,0.161792143,9.47,-0.072256685,9.47,0.06911509,9.47,0.01884957,,,,,,,,,,,,,,,,,,,,,,,9.47,-0.076969078,9.47,-0.001570798,9.47,-0.185354105,9.47,-0.111526623
9.48,-0.05026552,9.48,0.153938155,,,9.48,0.15707975,9.48,-0.067544293,9.48,0.07539828,9.48,0.020420368,,,,,,,,,,,,,,,,,,,,,,,9.48,-0.08168147,9.48,0.001570798,9.48,-0.1884957,9.48,-0.116239015
9.49,-0.053407115,9.49,0.15707975,,,9.49,0.153938155,9.49,-0.061261103,9.49,0.08168147,9.49,0.023561963,,,,,,,,,,,,,,,,,,,,,,,9.49,-0.086393863,9.49,0.00628319,9.49,-0.193208093,9.49,-0.122522205
9.5,-0.05654871,9.5,0.161792143,,,9.5,0.15079656,9.5,-0.05654871,9.5,0.086393863,9.5,0.026703558,,,,,,,,,,,,,,,,,,,,,,,9.5,-0.089535458,9.5,0.009424785,9.5,-0.196349688,9.5,-0.128805395
9.51,-0.059690305,9.51,0.164933738,,,9.51,0.146084168,9.51,-0.051836318,9.51,0.092677053,9.51,0.029845153,,,,,,,,,,,,,,,,,,,,,,,9.51,-0.09424785,9.51,0.01256638,9.51,-0.199491283,9.51,-0.133517788
9.52,-0.061261103,9.52,0.168075333,,,9.52,0.142942573,9.52,-0.047123925,9.52,0.098960243,9.52,0.034557545,,,,,,,,,,,,,,,,,,,,,,,9.52,-0.097389445,9.52,0.017278773,9.52,-0.202632878,9.52,-0.139800978
9.53,-0.064402698,9.53,0.171216928,,,9.53,0.13823018,9.53,-0.04398233,9.53,0.103672635,9.53,0.03769914,,,,,,,,,,,,,,,,,,,,,,,9.53,-0.10053104,9.53,0.020420368,9.53,-0.20734527,9.53,-0.14451337
9.54,-0.067544293,9.54,0.174358523,,,9.54,0.135088585,9.54,-0.039269938,9.54,0.109955825,9.54,0.040840735,,,,,,,,,,,,,,,,,,,,,,,9.54,-0.103672635,9.54,0.023561963,9.54,-0.210486865,9.54,-0.15079656
9.55,-0.070685888,9.55,0.177500118,,,9.55,0.130376193,9.55,-0.034557545,9.55,0.114668218,9.55,0.045553128,,,,,,,,,,,,,,,,,,,,,,,9.55,-0.105243433,9.55,0.028274355,9.55,-0.212057663,9.55,-0.155508953
9.56,-0.072256685,9.56,0.180641713,,,9.56,0.1256638,9.56,-0.03141595,9.56,0.120951408,9.56,0.048694723,,,,,,,,,,,,,,,,,,,,,,,9.56,-0.108385028,9.56,0.03141595,9.56,-0.215199258,9.56,-0.161792143
9.57,-0.07539828,9.57,0.183783308,,,9.57,0.120951408,9.57,-0.028274355,9.57,0.1256638,9.57,0.053407115,,,,,,,,,,,,,,,,,,,,,,,9.57,-0.109955825,9.57,0.034557545,9.57,-0.218340853,9.57,-0.166504535
9.58,-0.076969078,9.58,0.185354105,,,9.58,0.117809813,9.58,-0.02513276,9.58,0.13194699,9.58,0.058119508,,,,,,,,,,,,,,,,,,,,,,,9.58,-0.111526623,9.58,0.039269938,9.58,-0.21991165,9.58,-0.172787725
9.59,-0.080110673,9.59,0.1884957,,,9.59,0.11309742,9.59,-0.020420368,9.59,0.136659383,9.59,0.0628319,,,,,,,,,,,,,,,,,,,,,,,9.59,-0.11309742,9.59,0.042411533,9.59,-0.223053245,9.59,-0.177500118
9.6,-0.08168147,9.6,0.190066498,,,9.6,0.108385028,9.6,-0.01884957,9.6,0.141371775,9.6,0.065973495,,,,,,,,,,,,,,,,,,,,,,,9.6,-0.11309742,9.6,0.045553128,9.6,-0.224624043,9.6,-0.18221251
9.61,-0.083252268,9.61,0.193208093,,,9.61,0.103672635,9.61,-0.015707975,9.61,0.146084168,9.61,0.070685888,,,,,,,,,,,,,,,,,,,,,,,9.61,-0.11309742,9.61,0.05026552,9.61,-0.22619484,9.61,-0.1884957
9.62,-0.084823065,9.62,0.19477889,,,9.62,0.098960243,9.62,-0.01256638,9.62,0.15079656,9.62,0.07539828,,,,,,,,,,,,,,,,,,,,,,,9.62,-0.11309742,9.62,0.053407115,9.62,-0.227765638,9.62,-0.193208093
9.63,-0.086393863,9.63,0.196349688,,,9.63,0.09424785,9.63,-0.010995583,9.63,0.155508953,9.63,0.080110673,,,,,,,,,,,,,,,,,,,,,,,9.63,-0.11309742,9.63,0.05654871,9.63,-0.229336435,9.63,-0.197920485
9.64,-0.089535458,9.64,0.197920485,,,9.64,0.089535458,9.64,-0.007853988,9.64,0.160221345,9.64,0.084823065,,,,,,,,,,,,,,,,,,,,,,,9.64,-0.11309742,9.64,0.059690305,9.64,-0.230907233,9.64,-0.202632878
9.65,-0.089535458,9.65,0.199491283,,,9.65,0.084823065,9.65,-0.00628319,9.65,0.16336294,9.65,0.089535458,,,,,,,,,,,,,,,,,,,,,,,9.65,-0.111526623,9.65,0.0628319,9.65,-0.23247803,9.65,-0.20734527
9.66,-0.091106255,9.66,0.20106208,,,9.66,0.080110673,9.66,-0.004712393,9.66,0.168075333,9.66,0.095818648,,,,,,,,,,,,,,,,,,,,,,,9.66,-0.109955825,9.66,0.065973495,9.66,-0.23247803,9.66,-0.212057663
9.67,-0.092677053,9.67,0.202632878,,,9.67,0.07539828,9.67,-0.003141595,9.67,0.171216928,9.67,0.10053104,,,,,,,,,,,,,,,,,,,,,,,9.67,-0.108385028,9.67,0.06911509,9.67,-0.234048828,9.67,-0.216770055
9.68,-0.09424785,9.68,0.204203675,,,9.68,0.070685888,9.68,-0.001570798,9.68,0.174358523,9.68,0.105243433,,,,,,,,,,,,,,,,,,,,,,,9.68,-0.10681423,9.68,0.072256685,9.68,-0.234048828,9.68,-0.221482448
9.69,-0.09424785,9.69,0.204203675,,,9.69,0.067544293,9.69,-0.001570798,9.69,0.177500118,9.69,0.109955825,,,,,,,,,,,,,,,,,,,,,,,9.69,-0.103672635,9.69,0.07539828,9.69,-0.234048828,9.69,-0.224624043
9.7,-0.095818648,9.7,0.205774473,,,9.7,0.0628319,9.7,-3.86E-17,9.7,0.180641713,9.7,0.114668218,,,,,,,,,,,,,,,,,,,,,,,9.7,-0.10053104,9.7,0.078539875,9.7,-0.234048828,9.7,-0.229336435
9.71,-0.095818648,9.71,0.205774473,,,9.71,0.058119508,9.71,-3.86E-17,9.71,0.183783308,9.71,0.11938061,,,,,,,,,,,,,,,,,,,,,,,,,9.71,0.08168147,9.71,-0.234048828,9.71,-0.23247803
9.72,-0.097389445,9.72,0.205774473,,,9.72,0.053407115,9.72,-3.86E-17,9.72,0.186924903,9.72,0.124093003,,,,,,,,,,,,,,,,,,,,,,,,,9.72,0.084823065,9.72,-0.234048828,9.72,-0.237190423
9.73,-0.097389445,9.73,0.205774473,,,9.73,0.048694723,9.73,-3.86E-17,9.73,0.1884957,9.73,0.128805395,,,,,,,,,,,,,,,,,,,,,,,,,9.73,0.086393863,9.73,-0.234048828,9.73,-0.240332018
9.74,-0.097389445,9.74,0.205774473,,,9.74,0.045553128,9.74,-3.86E-17,9.74,0.191637295,9.74,0.133517788,,,,,,,,,,,,,,,,,,,,,,,,,9.74,0.089535458,9.74,-0.23247803,9.74,-0.243473613
9.75,-0.097389445,9.75,0.205774473,,,9.75,0.040840735,9.75,-3.86E-17,9.75,0.193208093,9.75,0.13823018,,,,,,,,,,,,,,,,,,,,,,,,,9.75,0.091106255,9.75,-0.23247803,9.75,-0.246615208
9.76,-0.097389445,9.76,0.205774473,,,9.76,0.036128343,9.76,-0.001570798,9.76,0.19477889,9.76,0.142942573,,,,,,,,,,,,,,,,,,,,,,,,,9.76,0.09424785,9.76,-0.230907233,9.76,-0.249756803
9.77,-0.097389445,9.77,0.205774473,,,9.77,0.032986748,9.77,-0.003141595,9.77,0.196349688,9.77,0.147654965,,,,,,,,,,,,,,,,,,,,,,,,,9.77,0.095818648,9.77,-0.229336435,9.77,-0.252898398
9.78,-0.097389445,9.78,0.204203675,,,9.78,0.028274355,9.78,-0.003141595,9.78,0.196349688,9.78,0.152367358,,,,,,,,,,,,,,,,,,,,,,,,,9.78,0.097389445,9.78,-0.227765638,9.78,-0.254469195
9.79,-0.095818648,9.79,0.204203675,,,,,9.79,-0.004712393,9.79,0.197920485,9.79,0.15707975,,,,,,,,,,,,,,,,,,,,,,,,,9.79,0.098960243,9.79,-0.22619484,9.79,-0.25761079
9.8,-0.095818648,9.8,0.202632878,,,,,9.8,-0.007853988,9.8,0.197920485,9.8,0.161792143,,,,,,,,,,,,,,,,,,,,,,,,,9.8,0.10053104,9.8,-0.224624043,9.8,-0.259181588
9.81,-0.09424785,9.81,0.20106208,,,,,9.81,-0.009424785,9.81,0.197920485,9.81,0.164933738,,,,,,,,,,,,,,,,,,,,,,,,,9.81,0.102101838,9.81,-0.223053245,9.81,-0.262323183
9.82,-0.09424785,9.82,0.20106208,,,,,9.82,-0.010995583,9.82,0.197920485,9.82,0.16964613,,,,,,,,,,,,,,,,,,,,,,,,,9.82,0.103672635,9.82,-0.21991165,9.82,-0.26389398
9.83,-0.092677053,9.83,0.199491283,,,,,9.83,-0.014137178,9.83,0.197920485,9.83,0.172787725,,,,,,,,,,,,,,,,,,,,,,,,,9.83,0.105243433,9.83,-0.218340853,9.83,-0.265464778
9.84,-0.091106255,9.84,0.196349688,,,,,9.84,-0.017278773,9.84,0.196349688,9.84,0.177500118,,,,,,,,,,,,,,,,,,,,,,,,,9.84,0.10681423,9.84,-0.215199258,9.84,-0.267035575
9.85,-0.091106255,9.85,0.19477889,,,,,9.85,-0.01884957,9.85,0.196349688,9.85,0.180641713,,,,,,,,,,,,,,,,,,,,,,,,,9.85,0.10681423,9.85,-0.212057663,9.85,-0.267035575
9.86,-0.089535458,9.86,0.193208093,,,,,9.86,-0.021991165,9.86,0.19477889,9.86,0.183783308,,,,,,,,,,,,,,,,,,,,,,,,,9.86,0.108385028,9.86,-0.208916068,9.86,-0.268606373
9.87,-0.08796466,9.87,0.191637295,,,,,9.87,-0.026703558,9.87,0.193208093,9.87,0.186924903,,,,,,,,,,,,,,,,,,,,,,,,,9.87,0.108385028,9.87,-0.205774473,9.87,-0.268606373
9.88,-0.084823065,9.88,0.1884957,,,,,9.88,-0.029845153,9.88,0.191637295,9.88,0.190066498,,,,,,,,,,,,,,,,,,,,,,,,,9.88,0.108385028,9.88,-0.202632878,9.88,-0.27017717
9.89,-0.083252268,9.89,0.185354105,,,,,9.89,-0.032986748,9.89,0.1884957,9.89,0.193208093,,,,,,,,,,,,,,,,,,,,,,,,,9.89,0.109955825,9.89,-0.199491283,9.89,-0.27017717
9.9,-0.08168147,9.9,0.183783308,,,,,9.9,-0.03769914,9.9,0.186924903,9.9,0.196349688,,,,,,,,,,,,,,,,,,,,,,,,,9.9,0.109955825,9.9,-0.196349688,9.9,-0.27017717
9.91,-0.080110673,9.91,0.180641713,,,,,9.91,-0.040840735,9.91,0.183783308,9.91,0.197920485,,,,,,,,,,,,,,,,,,,,,,,,,9.91,0.109955825,9.91,-0.191637295,9.91,-0.27017717
9.92,-0.076969078,9.92,0.177500118,,,,,9.92,-0.045553128,9.92,0.180641713,9.92,0.20106208,,,,,,,,,,,,,,,,,,,,,,,,,9.92,0.109955825,9.92,-0.1884957,9.92,-0.268606373
9.93,-0.07539828,9.93,0.174358523,,,,,9.93,-0.05026552,9.93,0.177500118,9.93,0.202632878,,,,,,,,,,,,,,,,,,,,,,,,,9.93,0.109955825,9.93,-0.183783308,9.93,-0.268606373
